latitude,longitude
11.961805249894455,108.23748
11.961805249801,108.23770982073295
11.961805249707544,108.23793964146589
11.961805249614088,108.23816946219883
11.961805249520634,108.23839928293177
11.961805249427178,108.23862910366469
11.961805249333723,108.23885892439762
11.961805249240268,108.23908874513054
11.961805249146813,108.23931856586347
11.961805249053358,108.2395483865964
11.961805248959902,108.23977820732932
11.961805248866447,108.24000802806225
11.961805248772992,108.24023784879518
11.961805248679537,108.2404676695281
11.961805248586082,108.24069749026103
11.961805248492626,108.24092731099397
11.96180524839917,108.2411571317269
11.961805248305716,108.24138695245983
11.961805248212261,108.24161677319276
11.961805248118806,108.2418465939257
11.961805248025351,108.24207641465863
11.961805247931895,108.24230623539157
11.961805247838441,108.24253605612451
11.961805247744985,108.24276587685743
11.961805247651531,108.24299569759037
11.961805247558075,108.2432255183233
11.96180524746462,108.24345533905624
11.961805247371165,108.24368515978917
11.96180524727771,108.2439149805221
11.961805247184255,108.24414480125503
11.9618052470908,108.24437462198797
11.961805246997345,108.2446044427209
11.96180524690389,108.24483426345384
11.961805246810433,108.24506408418677
11.96180524671698,108.2452939049197
11.961805246623523,108.24552372565263
11.96180524653007,108.24575354638557
11.961805246436613,108.2459833671185
11.96180524634316,108.24621318785144
11.961805246249703,108.24644300858436
11.96180524615625,108.2466728293173
11.961805246062793,108.24690265005023
11.961805245969337,108.24713247078317
11.961805245875883,108.2473622915161
11.961805245782427,108.24759211224904
11.961805245688973,108.24782193298196
11.961805245595517,108.2480517537149
11.961805245502063,108.24828157444783
11.961805245408607,108.24851139518077
11.961805245315151,108.2487412159137
11.961805245221695,108.24897103664664
11.961805245128241,108.24920085737956
11.961805245034787,108.2494306781125
11.961805244941331,108.24966049884543
11.961805244847877,108.24989031957837
11.961805244754421,108.2501201403113
11.961805244660967,108.25034996104424
11.961805244567511,108.25057978177716
11.961805244474055,108.2508096025101
11.961805244380601,108.25103942324303
11.961805244287145,108.25126924397597
11.961805244193691,108.2514990647089
11.961805244100235,108.25172888544184
11.961805244006781,108.25195870617476
11.961805243913325,108.2521885269077
11.96180524381987,108.25241834764063
11.961805243726415,108.25264816837357
11.96180524363296,108.2528779891065
11.961805243539505,108.25310780983943
11.96180524344605,108.25333763057236
11.961805243352595,108.2535674513053
11.961805243259139,108.25379727203823
11.961805243165685,108.25402709277117
11.961805243072229,108.2542569135041
11.961805242978773,108.25448673423703
11.961805242885319,108.25471655496996
11.961805242791863,108.2549463757029
11.961805242698409,108.25517619643583
11.961805242604953,108.25540601716877
11.961805242511499,108.25563583790169
11.961805242418043,108.25586565863463
11.961805242324587,108.25609547936756
11.961805242231133,108.2563253001005
11.961805242137677,108.25655512083343
11.961805242044221,108.25678494156637
11.961805241950767,108.25701476229929
11.961805241857313,108.25724458303223
11.961805241763857,108.25747440376516
11.961805241670401,108.2577042244981
11.961805241576947,108.25793404523102
11.961805241483491,108.25816386596397
11.961805241390037,108.25839368669689
11.961805241296581,108.25862350742983
11.961805241203127,108.25885332816276
11.961805241109671,108.2590831488957
11.961805241016217,108.25931296962862
11.96180524092276,108.25954279036156
11.961805240829305,108.2597726110945
11.96180524073585,108.26000243182743
11.961805240642395,108.26023225256037
11.96180524054894,108.2604620732933
11.961805240455485,108.26069189402624
11.961805240362029,108.26092171475916
11.961805240268575,108.2611515354921
11.961805240175119,108.26138135622503
11.961805240081665,108.26161117695797
11.961805239988209,108.2618409976909
11.961805239894755,108.26207081842384
11.961805239801299,108.26230063915676
11.961805239707845,108.2625304598897
11.961805239614389,108.26276028062263
11.961805239520935,108.26299010135557
11.961805239427479,108.2632199220885
11.961805239334023,108.26344974282144
11.961805239240569,108.26367956355436
11.961805239147113,108.2639093842873
11.961805239053659,108.26413920502023
11.961805238960203,108.26436902575317
11.961805238866747,108.2645988464861
11.961805238773291,108.26482866721904
11.961805238679837,108.26505848795196
11.961805238586383,108.2652883086849
11.961805238492927,108.26551812941783
11.961805238399473,108.26574795015077
11.961805238306017,108.2659777708837
11.961805238212563,108.26620759161663
11.961805238119107,108.26643741234956
11.961805238025653,108.2666672330825
11.961805237932197,108.26689705381543
11.96180523783874,108.26712687454837
11.961805237745287,108.2673566952813
11.96180523765183,108.26758651601423
11.961805237558377,108.26781633674716
11.96180523746492,108.2680461574801
11.961805237371467,108.26827597821303
11.96180523727801,108.26850579894597
11.961805237184555,108.26873561967889
11.9618052370911,108.26896544041183
11.961805236997645,108.26919526114476
11.96180523690419,108.2694250818777
11.961805236810735,108.26965490261063
11.96180523671728,108.26988472334357
11.961805236623825,108.27011454407649
11.961805236530369,108.27034436480943
11.961805236436915,108.27057418554236
11.961805236343459,108.2708040062753
11.961805236250004,108.27103382700822
11.961805236156549,108.27126364774116
11.961805236063094,108.27149346847409
11.961805235969639,108.27172328920703
11.961805235876184,108.27195310993996
11.961805235782728,108.2721829306729
11.961805235689273,108.27241275140582
11.961805235595817,108.27264257213876
11.961805235502363,108.27287239287169
11.961805235408908,108.27310221360463
11.961805235315452,108.27333203433756
11.961805235221998,108.2735618550705
11.961805235128542,108.27379167580342
11.961805235035087,108.27402149653636
11.961805234941632,108.27425131726929
