type	latitude	longitude	altitude (m)	name
T	21.425504250	103.857235000	810.9	sonla
T	21.425504250	103.857476521	806.8	
T	21.425504250	103.857718042	794.5	
T	21.425504249	103.857959563	781.3	
T	21.425504249	103.858201085	768.0	
T	21.425504249	103.858442606	755.4	
T	21.425504249	103.858684127	743.5	
T	21.425504249	103.858925648	731.6	
T	21.425504249	103.859167169	719.7	
T	21.425504248	103.859408690	705.3	
T	21.425504248	103.859650211	691.0	
T	21.425504248	103.859891732	676.6	
T	21.425504248	103.860133254	667.0	
T	21.425504248	103.860374775	661.1	
T	21.425504247	103.860616296	655.2	
T	21.425504247	103.860857817	649.9	
T	21.425504247	103.861099338	650.5	
T	21.425504247	103.861340859	651.1	
T	21.425504247	103.861582380	651.7	
T	21.425504247	103.861823901	648.5	
T	21.425504246	103.862065423	643.3	
T	21.425504246	103.862306944	638.0	
T	21.425504246	103.862548465	633.0	
T	21.425504246	103.862789986	628.9	
T	21.425504246	103.863031507	624.8	
T	21.425504246	103.863273028	620.6	
T	21.425504245	103.863514549	621.7	
T	21.425504245	103.863756070	624.5	
T	21.425504245	103.863997592	627.4	
T	21.425504245	103.864239113	632.2	
T	21.425504245	103.864480634	641.6	
T	21.425504245	103.864722155	650.9	
T	21.425504244	103.864963676	660.3	
T	21.425504244	103.865205197	659.8	
T	21.425504244	103.865446718	657.5	
T	21.425504244	103.865688239	655.2	
T	21.425504244	103.865929761	650.8	
T	21.425504243	103.866171282	643.4	
T	21.425504243	103.866412803	636.0	
T	21.425504243	103.866654324	628.6	
T	21.425504243	103.866895845	626.6	
T	21.425504243	103.867137366	624.9	
T	21.425504243	103.867378887	623.2	
T	21.425504242	103.867620409	622.0	
T	21.425504242	103.867861930	621.2	
T	21.425504242	103.868103451	620.5	
T	21.425504242	103.868344972	619.8	
T	21.425504242	103.868586493	619.9	
T	21.425504242	103.868828014	620.0	
T	21.425504241	103.869069535	620.1	
T	21.425504241	103.869311056	620.5	
T	21.425504241	103.869552578	621.0	
T	21.425504241	103.869794099	621.6	
T	21.425504241	103.870035620	622.3	
T	21.425504241	103.870277141	624.3	
T	21.425504240	103.870518662	626.3	
T	21.425504240	103.870760183	628.3	
T	21.425504240	103.871001704	632.2	
T	21.425504240	103.871243225	637.0	
T	21.425504240	103.871484747	641.7	
T	21.425504240	103.871726268	647.1	
T	21.425504239	103.871967789	654.5	
T	21.425504239	103.872209310	661.8	
T	21.425504239	103.872450831	669.2	
T	21.425504239	103.872692352	669.5	
T	21.425504239	103.872933873	668.0	
T	21.425504238	103.873175394	666.4	
T	21.425504238	103.873416916	664.0	
T	21.425504238	103.873658437	659.8	
T	21.425504238	103.873899958	655.6	
T	21.425504238	103.874141479	651.4	
T	21.425504238	103.874383000	651.8	
T	21.425504237	103.874624521	652.7	
T	21.425504237	103.874866042	653.6	
T	21.425504237	103.875107564	655.2	
T	21.425504237	103.875349085	657.5	
T	21.425504237	103.875590606	659.8	
T	21.425504237	103.875832127	662.1	
T	21.425504236	103.876073648	668.7	
T	21.425504236	103.876315169	675.4	
T	21.425504236	103.876556690	682.0	
T	21.425504236	103.876798211	687.9	
T	21.425504236	103.877039733	693.1	
T	21.425504236	103.877281254	698.3	
T	21.425504235	103.877522775	703.4	
T	21.425504235	103.877764296	706.6	
T	21.425504235	103.878005817	709.9	
T	21.425504235	103.878247338	713.1	
T	21.425504235	103.878488859	717.2	
T	21.425504234	103.878730380	721.7	
T	21.425504234	103.878971902	726.3	
T	21.425504234	103.879213423	730.3	
T	21.425504234	103.879454944	732.1	
T	21.425504234	103.879696465	733.9	
T	21.425504234	103.879937986	735.6	
T	21.425504233	103.880179507	734.3	
T	21.425504233	103.880421028	732.0	
T	21.425504233	103.880662549	729.6	
T	21.425504233	103.880904071	726.2	
T	21.425504233	103.881145592	720.1	
T	21.425504233	103.881387113	714.1	
T	21.425504232	103.881628634	708.1	
T	21.425504232	103.881870155	707.4	
T	21.425504232	103.882111676	707.7	
T	21.425504232	103.882353197	708.1	
T	21.425504232	103.882594718	707.8	
T	21.425504232	103.882836240	706.5	
T	21.425504231	103.883077761	705.3	
T	21.425504231	103.883319282	704.0	
T	21.425504231	103.883560803	708.0	
T	21.425504231	103.883802324	712.4	
T	21.425504231	103.884043845	716.7	
T	21.425504231	103.884285366	723.4	
T	21.425504230	103.884526888	732.4	
T	21.425504230	103.884768409	741.4	
T	21.425504230	103.885009930	750.3	
T	21.425504230	103.885251451	756.4	
T	21.425504230	103.885492972	762.5	
T	21.425504229	103.885734493	768.6	
T	21.425504229	103.885976014	772.5	
T	21.425504229	103.886217535	774.8	
T	21.425504229	103.886459057	777.1	
T	21.425504229	103.886700578	780.2	
T	21.425504229	103.886942099	788.2	
T	21.425504228	103.887183620	796.1	
T	21.425504228	103.887425141	804.1	
T	21.425504228	103.887666662	809.0	
T	21.425504228	103.887908183	812.6	
T	21.425504228	103.888149704	816.2	
T	21.425504228	103.888391226	817.9	
T	21.425504227	103.888632747	813.9	
T	21.425504227	103.888874268	810.0	
T	21.425504227	103.889115789	806.0	
T	21.425504227	103.889357310	796.6	
T	21.425504227	103.889598831	785.7	
T	21.425504227	103.889840352	774.9	
T	21.425504226	103.890081873	766.1	
T	21.425504226	103.890323395	761.4	
T	21.425504226	103.890564916	756.7	
T	21.425504226	103.890806437	752.0	
T	21.425504226	103.891047958	751.7	
T	21.425504225	103.891289479	751.9	
T	21.425504225	103.891531000	752.1	
T	21.425504225	103.891772521	752.8	
T	21.425504225	103.892014042	754.3	
T	21.425504225	103.892255564	755.7	
T	21.425504225	103.892497085	757.2	
T	21.425504224	103.892738606	758.8	
T	21.425504224	103.892980127	760.5	
T	21.425504224	103.893221648	762.2	
T	21.425504224	103.893463169	764.6	
T	21.425504224	103.893704690	767.8	
T	21.425504224	103.893946212	771.0	
T	21.425504223	103.894187733	774.2	
T	21.425504223	103.894429254	778.3	
T	21.425504223	103.894670775	782.3	
T	21.425504223	103.894912296	786.3	
T	21.425504223	103.895153817	787.1	
T	21.425504223	103.895395338	786.2	
T	21.425504222	103.895636859	785.2	
T	21.425504222	103.895878381	783.9	
T	21.425504222	103.896119902	780.8	
T	21.425504222	103.896361423	777.7	
T	21.425504222	103.896602944	774.7	
T	21.425504222	103.896844465	773.8	
T	21.425504221	103.897085986	773.8	
T	21.425504221	103.897327507	773.8	
T	21.425504221	103.897569028	773.3	
T	21.425504221	103.897810550	771.5	
T	21.425504221	103.898052071	769.7	
T	21.425504220	103.898293592	768.0	
T	21.425504220	103.898535113	762.3	
T	21.425504220	103.898776634	755.8	
T	21.425504220	103.899018155	749.3	
T	21.425504220	103.899259676	742.0	
T	21.425504220	103.899501197	733.6	
T	21.425504219	103.899742719	725.2	
T	21.425504219	103.899984240	716.8	
T	21.425504219	103.900225761	718.7	
T	21.425504219	103.900467282	721.3	
T	21.425504219	103.900708803	723.9	
T	21.425504219	103.900950324	733.9	
T	21.425504218	103.901191845	751.8	
T	21.425504218	103.901433367	769.8	
T	21.425504218	103.901674888	787.7	
T	21.425504218	103.901916409	805.4	
T	21.425504218	103.902157930	823.2	
T	21.425504218	103.902399451	840.9	
T	21.425504217	103.902640972	854.3	
T	21.425504217	103.902882493	864.6	
T	21.425504217	103.903124014	874.8	
T	21.425504217	103.903365536	885.6	
T	21.425504217	103.903607057	899.4	
T	21.425504216	103.903848578	913.2	
T	21.425504216	103.904090099	927.1	
T	21.425504216	103.904331620	932.2	
T	21.425504216	103.904573141	933.2	
T	21.425504216	103.904814662	934.3	
T	21.425504216	103.905056183	932.6	
T	21.425504215	103.905297705	921.7	
T	21.425279385	103.857235000	804.9	
T	21.425279385	103.857476521	797.2	
T	21.425279385	103.857718042	784.2	
T	21.425279384	103.857959562	770.7	
T	21.425279384	103.858201083	757.1	
T	21.425279384	103.858442604	745.2	
T	21.425279384	103.858684125	735.3	
T	21.425279384	103.858925645	725.3	
T	21.425279383	103.859167166	715.3	
T	21.425279383	103.859408687	705.1	
T	21.425279383	103.859650208	694.8	
T	21.425279383	103.859891728	684.5	
T	21.425279383	103.860133249	677.8	
T	21.425279383	103.860374770	674.1	
T	21.425279382	103.860616291	670.3	
T	21.425279382	103.860857811	666.9	
T	21.425279382	103.861099332	667.5	
T	21.425279382	103.861340853	668.1	
T	21.425279382	103.861582374	668.7	
T	21.425279382	103.861823894	663.5	
T	21.425279381	103.862065415	655.4	
T	21.425279381	103.862306936	647.2	
T	21.425279381	103.862548457	639.5	
T	21.425279381	103.862789977	633.7	
T	21.425279381	103.863031498	627.9	
T	21.425279381	103.863273019	622.1	
T	21.425279380	103.863514540	622.9	
T	21.425279380	103.863756060	625.9	
T	21.425279380	103.863997581	628.9	
T	21.425279380	103.864239102	633.9	
T	21.425279380	103.864480623	643.8	
T	21.425279380	103.864722143	653.6	
T	21.425279379	103.864963664	663.5	
T	21.425279379	103.865205185	662.4	
T	21.425279379	103.865446706	659.3	
T	21.425279379	103.865688226	656.2	
T	21.425279379	103.865929747	651.4	
T	21.425279378	103.866171268	644.1	
T	21.425279378	103.866412789	636.7	
T	21.425279378	103.866654310	629.4	
T	21.425279378	103.866895830	627.6	
T	21.425279378	103.867137351	626.2	
T	21.425279378	103.867378872	624.7	
T	21.425279377	103.867620393	623.5	
T	21.425279377	103.867861913	622.4	
T	21.425279377	103.868103434	621.3	
T	21.425279377	103.868344955	620.3	
T	21.425279377	103.868586476	620.5	
T	21.425279377	103.868827996	620.7	
T	21.425279376	103.869069517	620.9	
T	21.425279376	103.869311038	620.9	
T	21.425279376	103.869552559	620.8	
T	21.425279376	103.869794079	620.8	
T	21.425279376	103.870035600	620.9	
T	21.425279376	103.870277121	622.2	
T	21.425279375	103.870518642	623.6	
T	21.425279375	103.870760162	624.9	
T	21.425279375	103.871001683	627.9	
T	21.425279375	103.871243204	631.6	
T	21.425279375	103.871484725	635.3	
T	21.425279374	103.871726245	639.4	
T	21.425279374	103.871967766	645.1	
T	21.425279374	103.872209287	650.7	
T	21.425279374	103.872450808	656.3	
T	21.425279374	103.872692328	656.0	
T	21.425279374	103.872933849	654.3	
T	21.425279373	103.873175370	652.6	
T	21.425279373	103.873416891	650.5	
T	21.425279373	103.873658411	647.8	
T	21.425279373	103.873899932	645.1	
T	21.425279373	103.874141453	642.3	
T	21.425279373	103.874382974	643.1	
T	21.425279372	103.874624494	644.3	
T	21.425279372	103.874866015	645.4	
T	21.425279372	103.875107536	647.3	
T	21.425279372	103.875349057	650.0	
T	21.425279372	103.875590577	652.7	
T	21.425279372	103.875832098	655.4	
T	21.425279371	103.876073619	663.5	
T	21.425279371	103.876315140	671.7	
T	21.425279371	103.876556661	679.9	
T	21.425279371	103.876798181	686.1	
T	21.425279371	103.877039702	690.5	
T	21.425279371	103.877281223	695.0	
T	21.425279370	103.877522744	699.3	
T	21.425279370	103.877764264	702.4	
T	21.425279370	103.878005785	705.5	
T	21.425279370	103.878247306	708.6	
T	21.425279370	103.878488827	714.0	
T	21.425279369	103.878730347	720.6	
T	21.425279369	103.878971868	727.3	
T	21.425279369	103.879213389	733.1	
T	21.425279369	103.879454910	735.5	
T	21.425279369	103.879696430	737.9	
T	21.425279369	103.879937951	740.3	
T	21.425279368	103.880179472	739.0	
T	21.425279368	103.880420993	736.4	
T	21.425279368	103.880662513	733.8	
T	21.425279368	103.880904034	730.2	
T	21.425279368	103.881145555	724.0	
T	21.425279368	103.881387076	717.8	
T	21.425279367	103.881628596	711.6	
T	21.425279367	103.881870117	711.8	
T	21.425279367	103.882111638	713.1	
T	21.425279367	103.882353159	714.5	
T	21.425279367	103.882594679	715.5	
T	21.425279367	103.882836200	715.9	
T	21.425279366	103.883077721	716.4	
T	21.425279366	103.883319242	716.9	
T	21.425279366	103.883560762	718.6	
T	21.425279366	103.883802283	720.3	
T	21.425279366	103.884043804	722.1	
T	21.425279365	103.884285325	726.3	
T	21.425279365	103.884526845	732.9	
T	21.425279365	103.884768366	739.6	
T	21.425279365	103.885009887	746.2	
T	21.425279365	103.885251408	751.6	
T	21.425279365	103.885492929	756.9	
T	21.425279364	103.885734449	762.2	
T	21.425279364	103.885975970	766.0	
T	21.425279364	103.886217491	768.7	
T	21.425279364	103.886459012	771.4	
T	21.425279364	103.886700532	775.1	
T	21.425279364	103.886942053	784.9	
T	21.425279363	103.887183574	794.8	
T	21.425279363	103.887425095	804.6	
T	21.425279363	103.887666615	811.2	
T	21.425279363	103.887908136	816.5	
T	21.425279363	103.888149657	821.7	
T	21.425279363	103.888391178	824.3	
T	21.425279362	103.888632698	819.0	
T	21.425279362	103.888874219	813.7	
T	21.425279362	103.889115740	808.4	
T	21.425279362	103.889357261	797.3	
T	21.425279362	103.889598781	784.5	
T	21.425279362	103.889840302	771.8	
T	21.425279361	103.890081823	762.7	
T	21.425279361	103.890323344	760.8	
T	21.425279361	103.890564864	758.8	
T	21.425279361	103.890806385	756.8	
T	21.425279361	103.891047906	758.3	
T	21.425279360	103.891289427	760.3	
T	21.425279360	103.891530947	762.2	
T	21.425279360	103.891772468	763.9	
T	21.425279360	103.892013989	765.3	
T	21.425279360	103.892255510	766.8	
T	21.425279360	103.892497030	768.2	
T	21.425279359	103.892738551	767.9	
T	21.425279359	103.892980072	767.5	
T	21.425279359	103.893221593	767.1	
T	21.425279359	103.893463113	767.3	
T	21.425279359	103.893704634	767.9	
T	21.425279359	103.893946155	768.5	
T	21.425279358	103.894187676	769.3	
T	21.425279358	103.894429197	772.7	
T	21.425279358	103.894670717	776.1	
T	21.425279358	103.894912238	779.5	
T	21.425279358	103.895153759	780.7	
T	21.425279358	103.895395280	780.7	
T	21.425279357	103.895636800	780.7	
T	21.425279357	103.895878321	780.2	
T	21.425279357	103.896119842	777.6	
T	21.425279357	103.896361363	775.0	
T	21.425279357	103.896602883	772.4	
T	21.425279356	103.896844404	770.1	
T	21.425279356	103.897085925	767.9	
T	21.425279356	103.897327446	765.6	
T	21.425279356	103.897568966	763.2	
T	21.425279356	103.897810487	760.0	
T	21.425279356	103.898052008	756.8	
T	21.425279355	103.898293529	753.6	
T	21.425279355	103.898535049	747.6	
T	21.425279355	103.898776570	741.0	
T	21.425279355	103.899018091	734.5	
T	21.425279355	103.899259612	727.5	
T	21.425279355	103.899501132	719.9	
T	21.425279354	103.899742653	712.2	
T	21.425279354	103.899984174	704.6	
T	21.425279354	103.900225695	708.9	
T	21.425279354	103.900467215	714.1	
T	21.425279354	103.900708736	719.3	
T	21.425279354	103.900950257	730.8	
T	21.425279353	103.901191778	748.8	
T	21.425279353	103.901433298	766.9	
T	21.425279353	103.901674819	784.9	
T	21.425279353	103.901916340	801.7	
T	21.425279353	103.902157861	818.6	
T	21.425279353	103.902399381	835.4	
T	21.425279352	103.902640902	848.2	
T	21.425279352	103.902882423	858.1	
T	21.425279352	103.903123944	868.1	
T	21.425279352	103.903365464	878.7	
T	21.425279352	103.903606985	893.9	
T	21.425279351	103.903848506	909.0	
T	21.425279351	103.904090027	924.2	
T	21.425279351	103.904331548	929.2	
T	21.425279351	103.904573068	929.4	
T	21.425279351	103.904814589	929.6	
T	21.425279351	103.905056110	927.3	
T	21.425279350	103.905297631	916.8	
T	21.425054520	103.857235000	798.8	
T	21.425054520	103.857476520	787.5	
T	21.425054520	103.857718041	773.9	
T	21.425054519	103.857959561	760.1	
T	21.425054519	103.858201082	746.3	
T	21.425054519	103.858442602	735.1	
T	21.425054519	103.858684122	727.0	
T	21.425054519	103.858925643	719.0	
T	21.425054518	103.859167163	711.0	
T	21.425054518	103.859408683	704.8	
T	21.425054518	103.859650204	698.6	
T	21.425054518	103.859891724	692.4	
T	21.425054518	103.860133245	688.7	
T	21.425054518	103.860374765	687.1	
T	21.425054517	103.860616285	685.4	
T	21.425054517	103.860857806	683.9	
T	21.425054517	103.861099326	684.5	
T	21.425054517	103.861340847	685.1	
T	21.425054517	103.861582367	685.7	
T	21.425054517	103.861823887	678.6	
T	21.425054516	103.862065408	667.5	
T	21.425054516	103.862306928	656.3	
T	21.425054516	103.862548448	645.9	
T	21.425054516	103.862789969	638.4	
T	21.425054516	103.863031489	631.0	
T	21.425054516	103.863273010	623.6	
T	21.425054515	103.863514530	624.1	
T	21.425054515	103.863756050	627.3	
T	21.425054515	103.863997571	630.4	
T	21.425054515	103.864239091	635.7	
T	21.425054515	103.864480612	646.0	
T	21.425054514	103.864722132	656.3	
T	21.425054514	103.864963652	666.7	
T	21.425054514	103.865205173	664.9	
T	21.425054514	103.865446693	661.1	
T	21.425054514	103.865688213	657.2	
T	21.425054514	103.865929734	652.0	
T	21.425054513	103.866171254	644.7	
T	21.425054513	103.866412775	637.4	
T	21.425054513	103.866654295	630.2	
T	21.425054513	103.866895815	628.6	
T	21.425054513	103.867137336	627.4	
T	21.425054513	103.867378856	626.2	
T	21.425054512	103.867620377	624.9	
T	21.425054512	103.867861897	623.5	
T	21.425054512	103.868103417	622.2	
T	21.425054512	103.868344938	620.9	
T	21.425054512	103.868586458	621.2	
T	21.425054512	103.868827978	621.4	
T	21.425054511	103.869069499	621.7	
T	21.425054511	103.869311019	621.4	
T	21.425054511	103.869552540	620.7	
T	21.425054511	103.869794060	619.9	
T	21.425054511	103.870035580	619.4	
T	21.425054511	103.870277101	620.2	
T	21.425054510	103.870518621	620.9	
T	21.425054510	103.870760142	621.6	
T	21.425054510	103.871001662	623.7	
T	21.425054510	103.871243182	626.2	
T	21.425054510	103.871484703	628.8	
T	21.425054509	103.871726223	631.7	
T	21.425054509	103.871967743	635.6	
T	21.425054509	103.872209264	639.5	
T	21.425054509	103.872450784	643.4	
T	21.425054509	103.872692305	642.6	
T	21.425054509	103.872933825	640.7	
T	21.425054508	103.873175345	638.7	
T	21.425054508	103.873416866	637.0	
T	21.425054508	103.873658386	635.7	
T	21.425054508	103.873899907	634.5	
T	21.425054508	103.874141427	633.3	
T	21.425054508	103.874382947	634.4	
T	21.425054507	103.874624468	635.8	
T	21.425054507	103.874865988	637.2	
T	21.425054507	103.875107508	639.3	
T	21.425054507	103.875349029	642.4	
T	21.425054507	103.875590549	645.5	
T	21.425054507	103.875832070	648.6	
T	21.425054506	103.876073590	658.3	
T	21.425054506	103.876315110	668.1	
T	21.425054506	103.876556631	677.9	
T	21.425054506	103.876798151	684.3	
T	21.425054506	103.877039672	688.0	
T	21.425054505	103.877281192	691.7	
T	21.425054505	103.877522712	695.3	
T	21.425054505	103.877764233	698.2	
T	21.425054505	103.878005753	701.1	
T	21.425054505	103.878247273	704.1	
T	21.425054505	103.878488794	710.8	
T	21.425054504	103.878730314	719.5	
T	21.425054504	103.878971835	728.3	
T	21.425054504	103.879213355	735.9	
T	21.425054504	103.879454875	739.0	
T	21.425054504	103.879696396	742.0	
T	21.425054504	103.879937916	745.0	
T	21.425054503	103.880179437	743.7	
T	21.425054503	103.880420957	740.9	
T	21.425054503	103.880662477	738.0	
T	21.425054503	103.880903998	734.2	
T	21.425054503	103.881145518	727.8	
T	21.425054503	103.881387038	721.5	
T	21.425054502	103.881628559	715.1	
T	21.425054502	103.881870079	716.1	
T	21.425054502	103.882111600	718.5	
T	21.425054502	103.882353120	720.9	
T	21.425054502	103.882594640	723.2	
T	21.425054502	103.882836161	725.4	
T	21.425054501	103.883077681	727.5	
T	21.425054501	103.883319202	729.7	
T	21.425054501	103.883560722	729.1	
T	21.425054501	103.883802242	728.3	
T	21.425054501	103.884043763	727.4	
T	21.425054500	103.884285283	729.1	
T	21.425054500	103.884526803	733.5	
T	21.425054500	103.884768324	737.8	
T	21.425054500	103.885009844	742.2	
T	21.425054500	103.885251365	746.7	
T	21.425054500	103.885492885	751.2	
T	21.425054499	103.885734405	755.8	
T	21.425054499	103.885975926	759.5	
T	21.425054499	103.886217446	762.6	
T	21.425054499	103.886458967	765.6	
T	21.425054499	103.886700487	769.9	
T	21.425054499	103.886942007	781.7	
T	21.425054498	103.887183528	793.4	
T	21.425054498	103.887425048	805.1	
T	21.425054498	103.887666568	813.5	
T	21.425054498	103.887908089	820.3	
T	21.425054498	103.888149609	827.2	
T	21.425054498	103.888391130	830.8	
T	21.425054497	103.888632650	824.1	
T	21.425054497	103.888874170	817.5	
T	21.425054497	103.889115691	810.9	
T	21.425054497	103.889357211	797.9	
T	21.425054497	103.889598732	783.3	
T	21.425054496	103.889840252	768.7	
T	21.425054496	103.890081772	759.3	
T	21.425054496	103.890323293	760.1	
T	21.425054496	103.890564813	760.9	
T	21.425054496	103.890806333	761.7	
T	21.425054496	103.891047854	765.0	
T	21.425054495	103.891289374	768.6	
T	21.425054495	103.891530895	772.3	
T	21.425054495	103.891772415	775.0	
T	21.425054495	103.892013935	776.4	
T	21.425054495	103.892255456	777.9	
T	21.425054495	103.892496976	779.3	
T	21.425054494	103.892738497	776.9	
T	21.425054494	103.892980017	774.5	
T	21.425054494	103.893221537	772.1	
T	21.425054494	103.893463058	770.0	
T	21.425054494	103.893704578	768.0	
T	21.425054494	103.893946098	766.0	
T	21.425054493	103.894187619	764.4	
T	21.425054493	103.894429139	767.2	
T	21.425054493	103.894670660	769.9	
T	21.425054493	103.894912180	772.7	
T	21.425054493	103.895153700	774.3	
T	21.425054493	103.895395221	775.2	
T	21.425054492	103.895636741	776.2	
T	21.425054492	103.895878262	776.5	
T	21.425054492	103.896119782	774.4	
T	21.425054492	103.896361302	772.2	
T	21.425054492	103.896602823	770.1	
T	21.425054491	103.896844343	766.3	
T	21.425054491	103.897085863	761.9	
T	21.425054491	103.897327384	757.5	
T	21.425054491	103.897568904	753.0	
T	21.425054491	103.897810425	748.5	
T	21.425054491	103.898051945	743.9	
T	21.425054490	103.898293465	739.3	
T	21.425054490	103.898534986	733.0	
T	21.425054490	103.898776506	726.3	
T	21.425054490	103.899018027	719.7	
T	21.425054490	103.899259547	713.0	
T	21.425054490	103.899501067	706.1	
T	21.425054489	103.899742588	699.2	
T	21.425054489	103.899984108	692.4	
T	21.425054489	103.900225628	699.2	
T	21.425054489	103.900467149	707.0	
T	21.425054489	103.900708669	714.8	
T	21.425054489	103.900950190	727.6	
T	21.425054488	103.901191710	745.8	
T	21.425054488	103.901433230	764.0	
T	21.425054488	103.901674751	782.2	
T	21.425054488	103.901916271	798.1	
T	21.425054488	103.902157792	813.9	
T	21.425054487	103.902399312	829.8	
T	21.425054487	103.902640832	842.1	
T	21.425054487	103.902882353	851.7	
T	21.425054487	103.903123873	861.3	
T	21.425054487	103.903365393	871.9	
T	21.425054487	103.903606914	888.4	
T	21.425054486	103.903848434	904.9	
T	21.425054486	103.904089955	921.4	
T	21.425054486	103.904331475	926.1	
T	21.425054486	103.904572995	925.5	
T	21.425054486	103.904814516	924.8	
T	21.425054486	103.905056036	922.0	
T	21.425054485	103.905297557	912.0	
T	21.424829655	103.857235000	792.7	
T	21.424829655	103.857476520	778.4	
T	21.424829654	103.857718040	764.5	
T	21.424829654	103.857959560	750.7	
T	21.424829654	103.858201080	736.8	
T	21.424829654	103.858442600	726.9	
T	21.424829654	103.858684120	721.7	
T	21.424829654	103.858925640	716.4	
T	21.424829653	103.859167160	711.2	
T	21.424829653	103.859408680	709.0	
T	21.424829653	103.859650200	706.8	
T	21.424829653	103.859891720	704.6	
T	21.424829653	103.860133240	703.5	
T	21.424829653	103.860374760	703.2	
T	21.424829652	103.860616280	703.0	
T	21.424829652	103.860857800	702.7	
T	21.424829652	103.861099320	702.1	
T	21.424829652	103.861340840	701.6	
T	21.424829652	103.861582360	701.0	
T	21.424829652	103.861823880	692.2	
T	21.424829651	103.862065400	679.0	
T	21.424829651	103.862306920	665.7	
T	21.424829651	103.862548440	653.3	
T	21.424829651	103.862789960	644.3	
T	21.424829651	103.863031480	635.3	
T	21.424829651	103.863273000	626.3	
T	21.424829650	103.863514520	627.1	
T	21.424829650	103.863756040	631.2	
T	21.424829650	103.863997560	635.3	
T	21.424829650	103.864239080	641.3	
T	21.424829650	103.864480600	652.1	
T	21.424829649	103.864722120	662.9	
T	21.424829649	103.864963640	673.7	
T	21.424829649	103.865205160	672.2	
T	21.424829649	103.865446680	668.5	
T	21.424829649	103.865688200	664.8	
T	21.424829649	103.865929720	659.4	
T	21.424829648	103.866171240	651.5	
T	21.424829648	103.866412760	643.6	
T	21.424829648	103.866654280	635.7	
T	21.424829648	103.866895801	633.3	
T	21.424829648	103.867137321	631.2	
T	21.424829648	103.867378841	629.1	
T	21.424829647	103.867620361	627.2	
T	21.424829647	103.867861881	625.5	
T	21.424829647	103.868103401	623.8	
T	21.424829647	103.868344921	622.2	
T	21.424829647	103.868586441	622.2	
T	21.424829647	103.868827961	622.2	
T	21.424829646	103.869069481	622.2	
T	21.424829646	103.869311001	621.7	
T	21.424829646	103.869552521	620.9	
T	21.424829646	103.869794041	620.1	
T	21.424829646	103.870035561	619.4	
T	21.424829645	103.870277081	619.7	
T	21.424829645	103.870518601	619.9	
T	21.424829645	103.870760121	620.1	
T	21.424829645	103.871001641	621.5	
T	21.424829645	103.871243161	623.5	
T	21.424829645	103.871484681	625.5	
T	21.424829644	103.871726201	627.7	
T	21.424829644	103.871967721	630.7	
T	21.424829644	103.872209241	633.7	
T	21.424829644	103.872450761	636.7	
T	21.424829644	103.872692281	635.8	
T	21.424829644	103.872933801	633.9	
T	21.424829643	103.873175321	632.0	
T	21.424829643	103.873416841	630.7	
T	21.424829643	103.873658361	630.7	
T	21.424829643	103.873899881	630.6	
T	21.424829643	103.874141401	630.6	
T	21.424829643	103.874382921	633.1	
T	21.424829642	103.874624441	635.8	
T	21.424829642	103.874865961	638.6	
T	21.424829642	103.875107481	642.1	
T	21.424829642	103.875349001	646.6	
T	21.424829642	103.875590521	651.1	
T	21.424829642	103.875832041	655.6	
T	21.424829641	103.876073561	664.0	
T	21.424829641	103.876315081	672.4	
T	21.424829641	103.876556601	680.8	
T	21.424829641	103.876798121	685.2	
T	21.424829641	103.877039641	686.3	
T	21.424829640	103.877281161	687.3	
T	21.424829640	103.877522681	688.5	
T	21.424829640	103.877764201	690.4	
T	21.424829640	103.878005721	692.4	
T	21.424829640	103.878247241	694.3	
T	21.424829640	103.878488761	701.0	
T	21.424829639	103.878730281	710.4	
T	21.424829639	103.878971801	719.8	
T	21.424829639	103.879213321	728.1	
T	21.424829639	103.879454841	731.8	
T	21.424829639	103.879696361	735.4	
T	21.424829639	103.879937881	739.1	
T	21.424829638	103.880179401	739.1	
T	21.424829638	103.880420921	737.8	
T	21.424829638	103.880662441	736.5	
T	21.424829638	103.880903961	734.4	
T	21.424829638	103.881145481	730.3	
T	21.424829638	103.881387001	726.2	
T	21.424829637	103.881628521	722.2	
T	21.424829637	103.881870041	723.8	
T	21.424829637	103.882111561	726.6	
T	21.424829637	103.882353081	729.3	
T	21.424829637	103.882594601	731.6	
T	21.424829636	103.882836121	733.2	
T	21.424829636	103.883077641	734.8	
T	21.424829636	103.883319161	736.4	
T	21.424829636	103.883560681	735.2	
T	21.424829636	103.883802201	733.9	
T	21.424829636	103.884043721	732.6	
T	21.424829635	103.884285241	733.7	
T	21.424829635	103.884526761	737.4	
T	21.424829635	103.884768281	741.1	
T	21.424829635	103.885009801	744.9	
T	21.424829635	103.885251321	749.3	
T	21.424829635	103.885492841	753.8	
T	21.424829634	103.885734361	758.3	
T	21.424829634	103.885975881	761.8	
T	21.424829634	103.886217402	764.7	
T	21.424829634	103.886458922	767.6	
T	21.424829634	103.886700442	771.6	
T	21.424829634	103.886941962	782.6	
T	21.424829633	103.887183482	793.6	
T	21.424829633	103.887425002	804.6	
T	21.424829633	103.887666522	812.3	
T	21.424829633	103.887908042	818.5	
T	21.424829633	103.888149562	824.8	
T	21.424829633	103.888391082	827.6	
T	21.424829632	103.888632602	819.9	
T	21.424829632	103.888874122	812.1	
T	21.424829632	103.889115642	804.3	
T	21.424829632	103.889357162	792.0	
T	21.424829632	103.889598682	778.4	
